car,move,64
C,-1
D,-1
A,-1
G,-1
X,-1
B,-1
X,1
F,1
B,-1
F,-1
X,-1
X,-1
G,1
B,1
X,1
H,-1
X,-1
G,-1
H,1
F,1
X,1
H,-1
B,-1
F,1
X,-1
K,-1
K,-1
X,1
G,-1
X,-1
E,1
K,1
G,1
K,-1
X,1
J,-1
I,-1
I,-1
L,-1
I,-1
J,1
L,1
G,-1
L,-1
L,-1
K,1
X,1
E,-1
L,-1
K,1
E,1
K,-1
X,1
K,1
E,-1
F,-1
H,1
X,-1
H,1
X,1
F,-1
H,1
F,1
X,1
