car,move,46
C,-1
A,-1
C,1
I,1
I,1
H,1
C,-1
G,-1
E,1
L,-1
G,-1
L,-1
D,-1
J,-1
J,-1
E,1
D,1
E,1
H,-1
D,-1
I,-1
I,-1
I,-1
H,1
E,-1
E,-1
J,1
J,1
J,1
E,1
L,1
L,1
X,1
E,1
X,1
X,1
L,-1
H,-1
I,1
G,1
L,1
B,-1
I,-1
I,-1
H,-1
X,1
